subject,body,category
Cambio en la fecha - seguimiento interno,"Saludos, El contenido parece administrativo, pero la consecuencia inmediata es perder el cupo si no se responde ahora.. La plataforma cerrará el formulario esta noche y no permite prórroga. Suena como una notificación de paquete, pero si no se responde se pierde el proceso. La familia propuso mover la reunión del domingo por el clima y el transporte. Fecha relacionada: 5 de julio. Contacto: Diego. Muchas gracias. Ref. 1249.",urgente
Necesitamos decisión,"Saludos, revisa esto porfa: el grupo de estudio necesita confirmar el enlace de la clase virtual / la persona encargada no contesta y el proceso quedó detenido / no es publicidad: hay una consecuencia directa si no se actúa ahora / También aparece 'soporte de pago' en el asunto original y eso puede confundir el caso.. Fecha mencionada: 12 de agosto. Muchas gracias. Ref. 1709.",urgente
Tema por validar,"Buen día, El texto mezcla logos de banco con errores de escritura y una urgencia exagerada. Parece una alerta urgente, aunque la presión es parte del engaño. La persona encargada está esperando confirmación ahora para no perder el cupo. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. Fecha relacionada: 28 de enero. Contacto: Laura. Muchas gracias. Ref. 2861.",spam
Respuesta sobre el caso,"Hola, me preocupa porque La referencia interna quedó como REG-838 y fue enviada desde Cota.. Además, la persona encargada está esperando confirmación ahora para no perder el cupo. No quiero dejarlo mal clasificado: parece una solicitud de trabajo normal, aunque la acción no puede esperar. Por favor confirmar recibido. Ref. 1611.",urgente
Pendiente por sistema,"Saludos, El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 14 de julio. Contacto: Valentina. Gracias. Ref. 2838.",spam
Observación importante,"Buenas tardes, me preocupa porque la autorización de la EPS sigue sin aparecer aunque ya entregué la orden y la historia clínica. Además, parece urgente por el tono, aunque es una coordinación cotidiana. No quiero dejarlo mal clasificado: el archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Quedo atento. Ref. 2936.",otros
Documento con observaciones - autorización requerida,"Buenos días, El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. Hay dos versiones del documento y nadie confirma cuál es la válida. Fecha relacionada: 26 de enero. Contacto: Mariana. Muchas gracias. Ref. 2546.",spam
Consulta sobre el proceso - certificado pendiente,Buen día. También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso.. El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. Quedo pendiente de respuesta. Ref. 1223.,urgente
Respuesta requerida hoy - estado del proceso,"Hola, equipo, Suena como una notificación de paquete, pero si no se responde se pierde el proceso. El trámite personal quedó radicado, pero falta un soporte de identidad. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Me llegó una notificación automática, pero no explica el motivo del cambio. Fecha relacionada: 27 de junio. Contacto: Carlos. Quedo atento. Ref. 1210.",urgente
Entrega del informe,"Buen día, revisa esto porfa: se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo / el centro médico pide un soporte que no aparece en el correo anterior / hay dos versiones del documento y nadie confirma cuál es la válida / la administración del conjunto informó cambio de horario para el mantenimiento del ascensor. Fecha mencionada: 7 de noviembre. Por favor confirmar recibido. Ref. 0817.",trabajo
Respuesta pendiente,"Saludos, me preocupa porque se menciona una capacitación, pero el objetivo es cerrar una entrega de trabajo. Además, También aparece 'formulario incompleto' en el asunto original y eso puede confundir el caso.. No quiero dejarlo mal clasificado: hay dos versiones del documento y nadie confirma cuál es la válida. Avísame apenas puedas. Ref. 0885.",trabajo
Notificación recibida,"Perdón la hora, Me llegó una notificación automática, pero no explica el motivo del cambio. La empresa de mensajería pidió actualizar la dirección para completar la entrega. La matrícula quedó pendiente porque falta cargar el certificado académico. También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 7 de marzo. Contacto: Andrés. Gracias. Ref. 3007.",otros
Actualización de registro - plazo cercano,"Perdón la hora, Suena como una notificación de paquete, pero si no se responde se pierde el proceso. La información parece mezclada con otro caso y puede generar confusión. El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 9 de diciembre. Contacto: Valentina. Muchas gracias. Ref. 1565.",urgente
Confirmación requerida,"Hola, equipo, revisa esto porfa: La referencia interna quedó como MSG-672 y fue enviada desde Soacha. / el mensaje suena urgente, pero la categoría correcta es seguimiento educativo / el profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma / la información parece mezclada con otro caso y puede generar confusión. Fecha mencionada: 1 de diciembre. Muchas gracias. Ref. 1982.",educacion
Registro pendiente - archivo adjunto,"Buenos días, me preocupa porque la familia propuso mover la reunión del domingo por el clima y el transporte. Además, el archivo adjunto no abre desde el celular y desde el computador aparece incompleto. No quiero dejarlo mal clasificado: el jefe pidió consolidar el informe antes de enviarlo a gerencia. Avísame apenas puedas. Ref. 0921.",trabajo
Actualización del caso,"Saludos, La familia propuso mover la reunión del domingo por el clima y el transporte. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Necesito saber si debo esperar o hacer una corrección manual. La entrega se vence en unas horas y falta una firma obligatoria. Fecha relacionada: 27 de octubre. Contacto: Valentina. Gracias. Ref. 1740.",urgente
Actualización de registro,"Buen día, me preocupa porque incluye datos médicos del soporte, pero lo crítico es la fecha límite. Además, la persona encargada está esperando confirmación ahora para no perder el cupo. No quiero dejarlo mal clasificado: el soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Quedo pendiente de respuesta. Ref. 1424.",urgente
Actualización de estado,Cordial saludo. Piden responder con datos personales para activar una supuesta devolución. También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. Quedo pendiente de respuesta. Ref. 0434.,salud
Verificación necesaria - notificación del sistema,"Hola, Aparece una factura inesperada con botón de pago y remitente no reconocido. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Usa palabras de salud y educación para parecer confiable, pero el enlace no corresponde. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 3 de octubre. Contacto: Diego. Me confirmas por favor. Ref. 2363.",spam
Actualización del caso,"Buenos días, revisa esto porfa: la fecha que aparece en el mensaje no coincide con la que habían confirmado antes / el grupo de estudio necesita confirmar el enlace de la clase virtual / La referencia interna quedó como CASO-106 y fue enviada desde Medellín. / la factura de servicios llegó con una lectura que no coincide con el consumo habitual. Fecha mencionada: 22 de noviembre. Quedo pendiente de respuesta. Ref. 1909.",educacion
Entrega del informe,Cordial saludo. El proveedor respondió con otra versión del contrato y debemos revisar las diferencias. El centro médico pide un soporte que no aparece en el correo anterior. Me confirmas por favor. Ref. 0954.,trabajo
Revisión para hoy,"Buenos días. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Agradezco la ayuda. Ref. 3441.",otros
Notificación recibida,"Cordial saludo, Hay dos versiones del documento y nadie confirma cuál es la válida. La remisión aparece vencida en el portal aunque fue emitida esta semana. La entrega se vence en unas horas y falta una firma obligatoria. El contenido parece administrativo, pero la consecuencia inmediata es perder el cupo si no se responde ahora.. Fecha relacionada: 18 de agosto. Contacto: Andrés. Avísame apenas puedas. Ref. 1172.",urgente
Respuesta pendiente,"Cordial saludo, Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. Piden responder con datos personales para activar una supuesta devolución. Fecha relacionada: 4 de septiembre. Contacto: Camila. Por favor confirmar recibido. Ref. 2217.",educacion
Observación importante,"Buenas tardes, me preocupa porque el equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Además, la remisión aparece vencida en el portal aunque fue emitida esta semana. No quiero dejarlo mal clasificado: incluyeron un cobro parecido a una factura de servicios y por eso genera duda. Quedo atento. Ref. 0397.",salud
